year,language,conspect1,conspect2,conspect3,genre_1,genre_1_count,genre_2,genre_2_count,genre_3,genre_3_count,genre_4,genre_4_count,genre_5,genre_5_count
1995,all,0,0,3,učebnice středních škol,2,učebnice,2,přehledy,2,informační publikace,2,učebnice vysokých škol,1
1995,all,0,0,4,příručky,101,učebnice vysokých škol,51,sborníky konferencí,9,praktická cvičení,3,referáty,3
1995,all,0,0,5,příručky,28,učebnice vysokých škol,14,učebnice,3,studie,2,sborníky,2
1995,all,0,0,6,seznamy,2,právní předpisy,1,populárně-naučné publikace,1,,0,,0
1995,all,0,0,7,učebnice vysokých škol,7,příručky,2,sborníky konferencí,2,sborníky,1,,0
1995,all,0,0,,příručky,134,učebnice vysokých škol,76,populárně-naučné publikace,17,sborníky konferencí,12,studie,6
1995,all,0,1,,bibliografie,2,soupisy,2,katalogy,1,bibliografie bibliografií,1,odborné bibliografie,1
1995,all,0,2,3,personální bibliografie,1,,0,,0,,0,,0
1995,all,0,2,5,příručky,3,sborníky konferencí,3,studie,2,,0,,0
1995,all,0,2,6,přehledy,1,příručky,1,,0,,0,,0
1995,all,0,2,7,přehledy,2,webové dokumenty,2,sborníky konferencí,1,sborníky,1,dokumenty,1
1995,all,0,2,8,příručky,1,,0,,0,,0,,0
1995,all,0,2,,sborníky konferencí,5,příručky,5,přehledy,4,studie,2,webové dokumenty,2
1995,all,0,3,0,encyklopedie,2,publikace pro děti,1,,0,,0,,0
1995,all,0,3,,encyklopedie,2,publikace pro děti,1,,0,,0,,0
1995,all,0,5,0,katalogy,2,bibliografie,1,studie,1,přehledy,1,ceníky,1
1995,all,0,5,,katalogy,2,bibliografie,1,studie,1,přehledy,1,ceníky,1
1995,all,0,6,1,informační publikace,1,právní předpisy,1,příručky,1,brožury,1,zprávy,1
1995,all,0,6,9,učebnice vysokých škol,2,sborníky konferencí,2,sborníky,2,učebnice,1,monografie,1
1995,all,0,6,,učebnice vysokých škol,2,sborníky konferencí,2,sborníky,2,informační publikace,1,právní předpisy,1
1995,all,0,7,0,sborníky,3,texty,2,články,1,faksimile,1,deníky,1
1995,all,0,7,,sborníky,3,texty,2,články,1,faksimile,1,deníky,1
1995,all,0,9,0,publikace pro děti,7,publikace pro mládež,3,obrazové publikace,3,populárně-naučné publikace,1,brožury,1
1995,all,0,9,,katalogy,14,publikace pro děti,7,obrazové publikace,4,publikace pro mládež,3,brožury,2
1995,all,0,,,příručky,141,učebnice vysokých škol,79,sborníky konferencí,20,katalogy,20,populárně-naučné publikace,18
1995,all,1,0,1,studie,5,eseje,5,učebnice vysokých škol,4,sborníky,2,antologie,2
1995,all,1,0,,studie,5,eseje,5,učebnice vysokých škol,4,sborníky,2,antologie,2
1995,all,1,1,,studie,2,pojednání,2,přednášky,1,sborníky konferencí,1,,0
1995,all,1,2,2,pojednání,2,úvahy,1,komentovaná vydání,1,eseje,1,,0
1995,all,1,2,,pojednání,2,úvahy,1,komentovaná vydání,1,eseje,1,,0
1995,all,1,3,3,příručky,34,pojednání,8,studie,6,populárně-naučné publikace,3,tabulky,3
1995,all,1,3,,příručky,38,pojednání,15,studie,6,populárně-naučné publikace,3,tabulky,3
1995,all,1,4,1,pojednání,2,studie,2,komentovaná vydání,1,příručky,1,komentáře,1
1995,all,1,4,3,studie,4,citáty,1,pojednání,1,dialogy,1,poezie,1
1995,all,1,4,,studie,13,pojednání,5,přehledy,3,sborníky,3,eseje,2
1995,all,1,5,9,příručky,20,populárně-naučné publikace,12,učebnice vysokých škol,10,studie,10,učebnice středních škol,5
1995,all,1,5,,příručky,20,populárně-naučné publikace,12,učebnice vysokých škol,10,studie,10,učebnice středních škol,5
1995,all,1,6,5,pojednání,2,sborníky konferencí,2,přednášky,1,příručky,1,eseje,1
1995,all,1,6,,učebnice vysokých škol,3,studie,3,příručky,2,pojednání,2,sborníky konferencí,2
1995,all,1,7,,aforismy,21,sborníky,18,úvahy,13,citáty,9,pojednání,5
1995,all,1,,,příručky,62,studie,39,pojednání,37,sborníky,29,úvahy,24
1995,all,2,1,,pojednání,3,studie,2,úvahy,1,sborníky,1,výklady,1
1995,all,2,2,2,pojednání,21,příručky,7,studie,5,příběhy,5,texty,4
1995,all,2,2,3,úvahy,8,výklady,8,texty,5,komentovaná vydání,4,pojednání,4
1995,all,2,2,,pojednání,25,výklady,10,úvahy,9,příručky,9,texty,9
1995,all,2,5,,sborníky,2,populárně-naučné publikace,1,pojednání,1,přehledy,1,,0
1995,all,2,6,,pojednání,2,studie,2,katalogy výstav,1,monografie,1,,0
1995,all,2,7,1,úvahy,5,studie,4,biografie,4,pojednání,3,encykliky,3
1995,all,2,7,4,úvahy,12,pojednání,7,kázání,5,papežské listy,4,příběhy,4
1995,all,2,7,5,úvahy,28,pojednání,12,sborníky,4,informační publikace,3,obrazové publikace,3
1995,all,2,7,7,biografie,4,informační publikace,2,sborníky,2,korespondence,2,deníky,1
1995,all,2,7,9,pojednání,2,sborníky konferencí,1,příručky,1,úvahy,1,studie,1
1995,all,2,7,,úvahy,65,pojednání,35,sborníky,25,biografie,18,studie,17
1995,all,2,9,,pojednání,1,monografie,1,,0,,0,,0
1995,all,2,,,úvahy,77,pojednání,68,sborníky,31,studie,28,příručky,24
1995,all,3,0,4,učebnice vysokých škol,1,,0,,0,,0,,0
1995,all,3,0,8,pojednání,1,,0,,0,,0,,0
1995,all,3,0,,učebnice vysokých škol,1,pojednání,1,,0,,0,,0
1995,all,3,1,1,učebnice vysokých škol,4,časopisy orgánů státní správy,2,přehledy,1,komentáře,1,příručky,1
1995,all,3,1,4,statistiky,7,tabulky,5,srovnávací studie,4,studie,3,ročenky,1
1995,all,3,1,6,studie,19,příručky,13,sborníky,12,učebnice vysokých škol,11,populárně-naučné publikace,9
1995,all,3,1,,studie,22,učebnice vysokých škol,16,příručky,14,sborníky,12,populárně-naučné publikace,9
1995,all,3,2,1,učebnice vysokých škol,6,studie,4,sborníky,3,přednášky,3,výkladové slovníky,2
1995,all,3,2,2,autobiografické vzpomínky,2,monografie,1,studie,1,sborníky konferencí,1,projevy,1
1995,all,3,2,3,studie,5,vzpomínky,4,autobiografické vzpomínky,3,dokumenty,3,sborníky,3
1995,all,3,2,4,výzkumné zprávy,1,učebnice vysokých škol,1,přednášky,1,sborníky,1,statistiky,1
1995,all,3,2,5,autobiografie,1,adresáře,1,vzpomínky,1,sborníky,1,studie,1
1995,all,3,2,7,sborníky,4,učebnice vysokých škol,3,dokumenty,3,studie,3,pojednání,2
1995,all,3,2,8,rejstříky,1,katalogy,1,prameny,1,dokumenty,1,protokoly,1
1995,all,3,2,9,studie,3,dokumenty,3,sborníky,2,korespondence,1,,0
1995,all,3,2,,studie,26,sborníky,20,učebnice vysokých škol,12,dokumenty,11,biografie,8
1995,all,3,3,0,studie,6,sborníky,4,zprávy,3,učebnice vysokých škol,2,statistiky,2
1995,all,3,3,1,příručky,17,právní předpisy,7,statistiky,5,informační publikace,4,studie,3
1995,all,3,3,2,brožury,1,sborníky,1,,0,,0,,0
1995,all,3,3,4,adresáře,3,katalogy,3,ročenky,2,učebnice vysokých škol,2,přehledy,1
1995,all,3,3,6,příručky,39,právní předpisy,25,učebnice vysokých škol,15,studie,15,zákony,13
1995,all,3,3,8,učebnice vysokých škol,14,studie,5,příručky,4,sborníky,3,právní předpisy,2
1995,all,3,3,9,příručky,16,studie,16,učebnice vysokých škol,6,právní předpisy,4,informační publikace,3
1995,all,3,3,,příručky,77,učebnice vysokých škol,60,studie,51,právní předpisy,39,zákony,16
1995,all,3,4,1,literatura faktu,3,dokumenty,3,právní předpisy,2,učebnice vysokých škol,2,prameny,2
1995,all,3,4,2,příručky,8,učebnice vysokých škol,4,zákony,4,studie,3,sborníky konferencí,2
1995,all,3,4,3,literatura faktu,15,studie,11,zákony,7,výzkumné zprávy,6,učebnice vysokých škol,5
1995,all,3,4,6,příručky,4,právní předpisy,3,zákony,2,komentáře,1,,0
1995,all,3,4,7,příručky,33,právní předpisy,19,zákony,15,učebnice vysokých škol,12,komentáře,7
1995,all,3,4,9,zákony,10,komentáře,7,příručky,7,právní předpisy,6,učebnice vysokých škol,1
1995,all,3,4,,příručky,58,zákony,38,učebnice vysokých škol,37,právní předpisy,32,studie,23
1995,all,3,5,0,zákony,1,komentáře,1,,0,,0,,0
1995,all,3,5,1,právní předpisy,11,učebnice vysokých škol,7,dokumenty,6,příručky,5,studie,3
1995,all,3,5,2,místní časopisy,31,příručky,1,biografie,1,ročenky,1,regionální noviny,1
1995,all,3,5,5,literatura faktu,20,monografie,8,informační publikace,6,studie,6,biografie,5
1995,all,3,5,8,literatura faktu,8,autobiografické vzpomínky,6,biografie,6,deníky,3,monografie,2
1995,all,3,5,9,literatura faktu,4,biografie,1,sborníky,1,monografie,1,,0
1995,all,3,5,,literatura faktu,32,místní časopisy,31,biografie,13,právní předpisy,12,monografie,11
1995,all,3,6,4,příručky,16,právní předpisy,4,sborníky,2,učebnice vysokých škol,2,sborníky konferencí,2
1995,all,3,6,5,studie,1,,0,,0,,0,,0
1995,all,3,6,8,příručky,3,učebnice vysokých škol,2,právní předpisy,2,jazykové slovníky,1,dokumenty,1
1995,all,3,6,,příručky,19,učebnice vysokých škol,8,studie,6,právní předpisy,6,sborníky,4
1995,all,3,7,0,učebnice vysokých škol,20,učebnice základních škol,5,příručky,5,studie,4,sborníky,3
1995,all,3,7,3,učebnice základních škol,8,metodické příručky,6,brožury,6,příručky,4,sborníky,4
1995,all,3,7,4,učebnice,1,sborníky konferencí,1,učebnice základních škol,1,adresáře,1,učebnice vysokých škol,1
1995,all,3,7,6,metodické příručky,6,učebnice vysokých škol,4,příručky,3,učebnice základních škol,3,pracovní sešity,3
1995,all,3,7,7,přehledy,1,učebnice,1,sborníky,1,referáty,1,sborníky konferencí,1
1995,all,3,7,8,informační publikace,17,přehledy,9,ročenky,6,studie,5,programy,5
1995,all,3,7,,učebnice vysokých škol,48,příručky,26,učebnice základních škol,19,informační publikace,19,metodické příručky,19
1995,all,3,9,2,příručky,2,studie,1,,0,,0,,0
1995,all,3,9,3,katalogy výstav,1,,0,,0,,0,,0
1995,all,3,9,4,informační publikace,3,programy,3,kalendáře,2,časopisy pro ženy,1,regionální deníky,1
1995,all,3,9,5,příručky,1,,0,,0,,0,,0
1995,all,3,9,8,sborníky,14,pověsti,9,pohádky,1,srovnávací studie,1,brožury,1
1995,all,3,9,,sborníky,18,pověsti,9,programy,4,informační publikace,4,studie,4
1995,all,3,,,příručky,207,učebnice vysokých škol,193,studie,160,sborníky,97,právní předpisy,89
1995,all,5,0,2,studie,7,sborníky konferencí,7,příručky,6,sborníky,6,učebnice vysokých škol,5
1995,all,5,0,4,studie,4,sborníky,3,atlasy,2,učebnice vysokých škol,2,příručky,1
1995,all,5,0,,studie,11,sborníky,9,příručky,7,učebnice vysokých škol,7,sborníky konferencí,7
1995,all,5,1,0,učebnice vysokých škol,2,sborníky konferencí,1,,0,,0,,0
1995,all,5,1,1,studie,1,učebnice vysokých škol,1,,0,,0,,0
1995,all,5,1,2,učebnice vysokých škol,11,příručky,1,studie,1,,0,,0
1995,all,5,1,4,učebnice vysokých škol,9,učebnice středních škol,4,učebnice základních škol,4,praktická cvičení,2,pracovní sešity,2
1995,all,5,1,7,učebnice vysokých škol,24,studie,7,sbírky úloh,1,,0,,0
1995,all,5,1,9,učebnice vysokých škol,22,sborníky konferencí,3,studie,3,praktická cvičení,1,příručky,1
1995,all,5,1,,učebnice vysokých škol,84,učebnice základních škol,43,pracovní sešity,23,učebnice středních škol,14,studie,13
1995,all,5,2,1,tabulky,13,,0,,0,,0,,0
1995,all,5,2,3,sborníky,2,studie,2,atlasy,1,mapy,1,zprávy,1
1995,all,5,2,8,učebnice vysokých škol,7,zprávy,1,,0,,0,,0
1995,all,5,2,,tabulky,13,učebnice vysokých škol,7,zprávy,2,sborníky,2,studie,2
1995,all,5,3,1,učebnice vysokých škol,7,učebnice středních škol,3,tabulky,3,publikace pro děti,1,obrazové publikace,1
1995,all,5,3,2,sborníky,2,referáty,2,sborníky konferencí,2,učebnice vysokých škol,1,,0
1995,all,5,3,3,učebnice vysokých škol,2,,0,,0,,0,,0
1995,all,5,3,4,učebnice vysokých škol,2,příručky,1,,0,,0,,0
1995,all,5,3,5,učebnice vysokých škol,3,publikace pro děti,1,obrazové publikace,1,,0,,0
1995,all,5,3,6,učebnice vysokých škol,4,,0,,0,,0,,0
1995,all,5,3,7,učebnice vysokých škol,2,,0,,0,,0,,0
1995,all,5,3,9,učebnice vysokých škol,6,,0,,0,,0,,0
1995,all,5,3,,učebnice vysokých škol,46,učebnice základních škol,7,učebnice středních škol,6,praktická cvičení,5,příručky,5
1995,all,5,4,2,učebnice vysokých škol,1,,0,,0,,0,,0
1995,all,5,4,3,učebnice vysokých škol,8,praktická cvičení,2,příručky,1,tabulky,1,,0
1995,all,5,4,4,učebnice vysokých škol,5,sborníky,1,sborníky konferencí,1,učebnice,1,praktická cvičení,1
1995,all,5,4,6,učebnice vysokých škol,3,praktická cvičení,2,učební pomůcky,1,,0,,0
1995,all,5,4,7,učebnice vysokých škol,5,abstrakta,2,sborníky,2,laboratorní cvičení,1,sborníky konferencí,1
1995,all,5,4,8,studie,2,učebnice vysokých škol,1,sborníky konferencí,1,,0,,0
1995,all,5,4,9,fotografické publikace,3,atlasy,3,informační publikace,1,,0,,0
1995,all,5,4,,učebnice vysokých škol,28,učebnice středních škol,8,praktická cvičení,5,sborníky konferencí,5,učebnice základních škol,5
1995,all,5,5,0,sborníky konferencí,1,učebnice vysokých škol,1,sborníky,1,,0,,0
1995,all,5,5,1,studie,2,populárně-naučné publikace,2,sborníky,2,zprávy,2,učebnice vysokých škol,1
1995,all,5,5,2,studie,1,,0,,0,,0,,0
1995,all,5,5,3,studie,2,sborníky,1,,0,,0,,0
1995,all,5,5,6,studie,5,sborníky,2,zprávy,1,,0,,0
1995,all,5,5,,studie,10,sborníky,8,učebnice vysokých škol,4,zprávy,3,populárně-naučné publikace,2
1995,all,5,6,,sborníky,2,studie,1,obrazové publikace,1,populárně-naučné publikace,1,učebnice vysokých škol,1
1995,all,5,7,2,přehledy,1,,0,,0,,0,,0
1995,all,5,7,4,učebnice vysokých škol,1,pojednání,1,,0,,0,,0
1995,all,5,7,5,populárně-naučné publikace,3,učebnice vysokých škol,3,obrazové publikace,2,publikace pro mládež,1,publikace pro děti,1
1995,all,5,7,6,učebnice,1,,0,,0,,0,,0
1995,all,5,7,7,učebnice vysokých škol,5,učebnice středních škol,2,autobiografie,2,vzpomínky,2,praktická cvičení,2
1995,all,5,7,9,učebnice vysokých škol,3,příručky,1,praktická cvičení,1,,0,,0
1995,all,5,7,,učebnice vysokých škol,14,praktická cvičení,6,populárně-naučné publikace,5,učebnice základních škol,5,učebnice středních škol,4
1995,all,5,8,1,studie,5,příručky,5,fotografické publikace,2,informační publikace,1,abstrakta,1
1995,all,5,8,,atlasy,7,příručky,7,fotografické publikace,5,studie,5,informační publikace,2
1995,all,5,9,1,obrazové publikace,1,publikace pro děti,1,populárně-naučné publikace,1,fotografické publikace,1,referáty,1
1995,all,5,9,,obrazové publikace,11,populárně-naučné publikace,7,atlasy,7,fotografické publikace,6,studie,6
1995,all,5,,,učebnice vysokých škol,195,učebnice základních škol,66,studie,50,učebnice středních škol,36,příručky,35
1995,all,6,1,1,učebnice vysokých škol,14,obrazové publikace,3,učebnice středních škol,3,pracovní sešity,3,příručky,2
1995,all,6,1,2,učebnice vysokých škol,9,populárně-naučné publikace,4,příručky,3,učebnice,1,studie,1
1995,all,6,1,3,populárně-naučné publikace,23,příručky,21,informační publikace,7,učebnice vysokých škol,5,kuchařské recepty,5
1995,all,6,1,4,zprávy,6,informační publikace,5,učebnice vysokých škol,5,ročenky,4,sborníky,3
1995,all,6,1,5,příručky,29,populárně-naučné publikace,12,učebnice vysokých škol,7,kuchařské recepty,6,informační publikace,5
1995,all,6,1,6,příručky,31,učebnice vysokých škol,14,studie,8,populárně-naučné publikace,8,učebnice,5
1995,all,6,1,7,příručky,3,učebnice vysokých škol,1,tabulky,1,testy,1,informační publikace,1
1995,all,6,1,8,učebnice středních škol,2,kolektivní monografie,1,příběhy,1,populárně-naučné publikace,1,eseje,1
1995,all,6,1,,příručky,93,učebnice vysokých škol,58,populárně-naučné publikace,50,informační publikace,21,studie,15
1995,all,6,2,0,učebnice vysokých škol,8,sborníky,3,příručky,2,právní předpisy,2,studie,1
1995,all,6,2,1,učebnice vysokých škol,56,příručky,19,testy,11,praktická cvičení,10,učebnice středních škol,6
1995,all,6,2,2,informační publikace,5,učebnice vysokých škol,3,adresáře,1,sborníky,1,katalogy,1
1995,all,6,2,3,příručky,10,obrazové publikace,7,informační publikace,6,průvodce,5,atlasy,4
1995,all,6,2,4,učebnice vysokých škol,15,učebnice středních škol,4,příručky,3,praktická cvičení,1,sborníky,1
1995,all,6,2,5,průvodce,1,příručky,1,učebnice vysokých škol,1,sborníky konferencí,1,odborné časopisy,1
1995,all,6,2,6,sborníky konferencí,4,terminologické slovníky,2,dvojjazyčné překladové slovníky,1,vícejazyčné překladové slovníky,1,studie,1
1995,all,6,2,8,zprávy,2,sborníky konferencí,2,učebnice vysokých škol,2,příručky,2,metodické příručky,1
1995,all,6,2,9,příručky,29,informační publikace,11,obrazové publikace,6,učebnice vysokých škol,4,normy,3
1995,all,6,2,,učebnice vysokých škol,95,příručky,67,informační publikace,26,učebnice středních škol,14,sborníky konferencí,13
1995,all,6,3,0,učebnice vysokých škol,9,metodické příručky,3,sborníky konferencí,3,studie,2,výroční zprávy,1
1995,all,6,3,1,studie,4,metodické příručky,3,zprávy,2,učebnice vysokých škol,2,sborníky konferencí,1
1995,all,6,3,2,příručky,2,atlasy,1,metodické příručky,1,studie,1,učebnice vysokých škol,1
1995,all,6,3,3,příručky,6,metodické příručky,4,brožury,3,kuchařské recepty,3,populárně-naučné publikace,2
1995,all,6,3,4,studie,1,,0,,0,,0,,0
1995,all,6,3,5,příručky,24,obrazové publikace,8,fotografické publikace,5,dvojjazyčné překladové slovníky,2,terminologické slovníky,2
1995,all,6,3,6,příručky,28,sborníky konferencí,8,metodické příručky,7,publikace pro děti,6,učebnice vysokých škol,5
1995,all,6,3,7,metodické příručky,1,praktická cvičení,1,učebnice vysokých škol,1,sborníky konferencí,1,,0
1995,all,6,3,9,příručky,3,informační publikace,2,pojednání,1,statistiky,1,,0
1995,all,6,3,,příručky,66,metodické příručky,22,učebnice vysokých škol,21,sborníky konferencí,17,studie,15
1995,all,6,4,0,katalogy,4,adresáře,1,vzpomínky,1,učebnice vysokých škol,1,výkladové slovníky,1
1995,all,6,4,1,kuchařské recepty,100,brožury,4,příručky,3,příběhy,1,populárně-naučné publikace,1
1995,all,6,4,2,učebnice středních škol,2,,0,,0,,0,,0
1995,all,6,4,3,příručky,1,,0,,0,,0,,0
1995,all,6,4,6,příručky,9,obrazové publikace,4,populárně-naučné publikace,1,učebnice základních škol,1,ročenky,1
1995,all,6,4,,kuchařské recepty,100,příručky,13,brožury,6,obrazové publikace,5,katalogy,4
1995,all,6,5,4,telefonní seznamy,6,firemní časopisy,2,sborníky,1,katalogy,1,přehledy,1
1995,all,6,5,5,příručky,4,přehledy,2,retrospektivní bibliografie,1,personální bibliografie,1,katalogy výstav,1
1995,all,6,5,6,právní předpisy,20,příručky,8,informační publikace,7,učebnice vysokých škol,7,jubilejní publikace,5
1995,all,6,5,7,příručky,34,učebnice vysokých škol,18,právní předpisy,5,metodické příručky,2,učebnice středních škol,2
1995,all,6,5,8,učebnice vysokých škol,30,příručky,17,učebnice středních škol,5,studie,2,ročenky,2
1995,all,6,5,9,příručky,4,firemní časopisy,1,studie,1,inzertní časopisy,1,místní časopisy,1
1995,all,6,5,,příručky,67,učebnice vysokých škol,56,právní předpisy,27,informační publikace,7,učebnice středních škol,7
1995,all,6,6,2,informační publikace,3,katalogy,3,předpisy,2,právní předpisy,2,příručky,1
1995,all,6,6,3,kuchařské recepty,2,učebnice středních škol,2,příručky,2,obrazové publikace,1,encyklopedie,1
1995,all,6,6,4,příručky,1,adresáře,1,brožury,1,statistiky,1,učebnice středních škol,1
1995,all,6,6,5,sborníky konferencí,1,,0,,0,,0,,0
1995,all,6,6,6,učebnice vysokých škol,2,katalogy,2,katalogy výstav,1,informační publikace,1,,0
1995,all,6,6,9,studie,2,sborníky konferencí,1,učebnice vysokých škol,1,tabulky,1,,0
1995,all,6,6,,učebnice vysokých škol,9,informační publikace,6,studie,5,příručky,5,katalogy,5
1995,all,6,7,2,informační publikace,1,,0,,0,,0,,0
1995,all,6,7,3,přehledy,1,pojednání,1,,0,,0,,0
1995,all,6,7,4,učebnice středních škol,6,katalogy,1,učebnice učňovských škol,1,,0,,0
1995,all,6,7,6,příručky,1,obrazové publikace,1,katalogy výstav,1,,0,,0
1995,all,6,7,7,výkladové slovníky,1,,0,,0,,0,,0
1995,all,6,7,8,odborné časopisy,1,,0,,0,,0,,0
1995,all,6,7,,učebnice středních škol,6,příručky,1,obrazové publikace,1,výkladové slovníky,1,katalogy výstav,1
1995,all,6,8,1,učebnice vysokých škol,3,příručky,1,katalogy,1,,0,,0
1995,all,6,8,3,přehledy,1,,0,,0,,0,,0
1995,all,6,8,6,vzpomínky,1,odborné časopisy,1,,0,,0,,0
1995,all,6,8,7,učebnice středních škol,6,příručky,4,kuchařské recepty,1,fotografické publikace,1,,0
1995,all,6,8,,učebnice středních škol,6,příručky,5,učebnice vysokých škol,3,vzpomínky,1,kuchařské recepty,1
1995,all,6,9,1,adresáře,1,učebnice vysokých škol,1,,0,,0,,0
1995,all,6,9,2,příručky,4,,0,,0,,0,,0
1995,all,6,9,3,příručky,1,,0,,0,,0,,0
1995,all,6,9,4,učebnice středních škol,1,,0,,0,,0,,0
1995,all,6,9,6,učebnice vysokých škol,2,učebnice středních škol,1,,0,,0,,0
1995,all,6,9,7,učebnice vysokých škol,2,informační publikace,1,odborné časopisy,1,právní předpisy,1,firemní časopisy,1
1995,all,6,9,8,příručky,2,obrazové publikace,1,,0,,0,,0
1995,all,6,9,9,příručky,2,učebnice vysokých škol,1,sborníky konferencí,1,abstrakta,1,,0
1995,all,6,9,,příručky,16,učebnice vysokých škol,8,učebnice středních škol,4,právní předpisy,3,adresáře,2
1995,all,6,,,příručky,333,učebnice vysokých škol,251,kuchařské recepty,117,informační publikace,68,populárně-naučné publikace,63
1995,all,7,0,1,příručky,3,učebnice vysokých škol,3,studie,3,sborníky,3,eseje,2
1995,all,7,0,,příručky,3,učebnice vysokých škol,3,studie,3,sborníky,3,eseje,2
1995,all,7,1,2,statistiky,1,sborníky konferencí,1,,0,,0,,0
1995,all,7,1,,studie,2,informační publikace,2,učebnice vysokých škol,1,katalogy výstav,1,sborníky,1
1995,all,7,2,7,katalogy výstav,40,obrazové publikace,6,příručky,3,jubilejní publikace,3,texty,2
1995,all,7,2,,katalogy výstav,41,informační publikace,18,monografie,10,sborníky,10,brožury,10
1995,all,7,3,,katalogy výstav,5,katalogy,4,monografie,3,obrazové publikace,2,příručky,2
1995,all,7,4,,příručky,22,katalogy výstav,9,obrazové publikace,7,publikace pro děti,3,anekdoty,3
1995,all,7,5,,katalogy výstav,18,obrazové publikace,7,příručky,5,monografie,4,katalogy,3
1995,all,7,6,,katalogy výstav,8,texty,3,sborníky,3,monografie,3,soupisy,2
1995,all,7,7,,fotografické publikace,12,katalogy výstav,8,monografie,2,obrazové publikace,1,studie,1
1995,all,7,8,0,sborníky,8,biografie,8,vzpomínky,5,autobiografie,5,studie,3
1995,all,7,8,1,učebnice vysokých škol,1,učebnice hudebních škol,1,pracovní sešity,1,,0,,0
1995,all,7,8,2,populárně-naučné publikace,1,medailony,1,brožury,1,,0,,0
1995,all,7,8,4,sborníky,2,studie,1,zpěvníky,1,,0,,0
1995,all,7,8,5,rozhovory,1,vzpomínky,1,písňové texty,1,sborníky,1,analýzy,1
1995,all,7,8,6,učebnice vysokých škol,2,,0,,0,,0,,0
1995,all,7,8,7,studie,1,,0,,0,,0,,0
1995,all,7,8,,sborníky,15,biografie,9,učebnice vysokých škol,8,studie,7,vzpomínky,6
1995,all,7,9,1,biografie,4,sborníky,3,autobiografie,3,studie,2,autobiografické vzpomínky,2
1995,all,7,9,2,divadelní programy,26,sborníky,9,studie,3,brožury,3,příručky,3
1995,all,7,9,3,sborníky,6,příručky,2,časopisy pro volný čas,2,vzpomínky,1,faksimile,1
1995,all,7,9,4,příručky,15,informační publikace,2,učebnice,2,programy,1,,0
1995,all,7,9,5,příručky,2,,0,,0,,0,,0
1995,all,7,9,6,učebnice vysokých škol,12,příručky,11,přehledy,7,informační publikace,7,programy,4
1995,all,7,9,7,příručky,5,monografie,1,,0,,0,,0
1995,all,7,9,8,populárně-naučné publikace,1,příručky,1,,0,,0,,0
1995,all,7,9,9,příručky,1,autobiografické vzpomínky,1,,0,,0,,0
1995,all,7,9,,příručky,41,divadelní programy,26,sborníky,21,učebnice vysokých škol,16,přehledy,10
1995,all,7,,,katalogy výstav,95,příručky,80,sborníky,57,informační publikace,36,učebnice vysokých škol,32
1995,all,8,0,8,eseje,1,populárně-naučné publikace,1,sborníky,1,,0,,0
1995,all,8,0,,sborníky,3,personální bibliografie,2,studie,2,odborné bibliografie,1,eseje,1
1995,all,8,1,1,učebnice,53,učebnice vysokých škol,44,příručky,40,učebnice základních škol,22,učebnice středních škol,17
1995,all,8,1,,učebnice,54,učebnice vysokých škol,46,příručky,44,učebnice základních škol,22,učebnice středních škol,17
1995,all,8,2,0,studie,4,sborníky,4,učebnice základních škol,3,biografické slovníky,1,bibliografické slovníky,1
1995,all,8,2,1,povídky,285,milostné povídky,258,romány,246,publikace pro děti,240,dobrodružné povídky,190
1995,all,8,2,3,milostné povídky,18,,0,,0,,0,,0
1995,all,8,2,9,studie,3,metodické příručky,2,autobiografické vzpomínky,1,učebnice vysokých škol,1,,0
1995,all,8,2,,povídky,285,milostné povídky,276,romány,246,publikace pro děti,240,dobrodružné povídky,190
1995,all,8,,,povídky,285,milostné povídky,276,romány,246,publikace pro děti,241,dobrodružné povídky,190
1995,all,9,0,2,studie,6,sborníky,4,populárně-naučné publikace,2,přehledy,1,příručky,1
1995,all,9,0,3,pracovní sešity,1,učebnice základních škol,1,učebnice středních škol,1,,0,,0
1995,all,9,0,4,brožury,2,příručky,1,průvodce,1,populárně-naučné publikace,1,informační publikace,1
1995,all,9,0,8,učebnice základních škol,8,příručky,7,informační publikace,7,sborníky,7,fotografické publikace,3
1995,all,9,0,,sborníky,12,příručky,9,učebnice základních škol,9,informační publikace,8,studie,7
1995,all,9,1,1,učebnice vysokých škol,2,encyklopedie,1,publikace pro děti,1,monografie,1,učebnice základních škol,1
1995,all,9,1,2,příručky,2,,0,,0,,0,,0
1995,all,9,1,3,informační publikace,52,průvodce,30,fotografické publikace,29,cestopisy,22,učebnice základních škol,9
1995,all,9,1,,informační publikace,52,průvodce,31,fotografické publikace,29,cestopisy,23,učebnice základních škol,14
1995,all,9,2,9,biografie,40,autobiografické vzpomínky,13,rozhovory,11,autobiografie,10,autobiografické romány,6
1995,all,9,2,,biografie,40,autobiografické vzpomínky,13,rozhovory,11,autobiografie,10,autobiografické romány,6
1995,all,9,3,0,sborníky,8,studie,5,prameny,3,informační publikace,3,soupisy,3
1995,all,9,3,9,učebnice základních škol,3,učebnice středních škol,2,učebnice vysokých škol,1,sborníky,1,příručky,1
1995,all,9,3,,sborníky,9,studie,5,prameny,3,učebnice základních škol,3,informační publikace,3
1995,all,9,4,1,obrazové publikace,3,encyklopedie,2,monografie,2,chronologické přehledy,2,přehledy,2
1995,all,9,4,3,studie,5,obrazové publikace,2,sborníky,2,chronologické přehledy,1,populárně-naučné publikace,1
